cwe_id,name,type,score,relationship_count
804,Guessable CAPTCHA,base,4.329000000000001,0
301,Reflection Attack in an Authentication Protocol,base,2.1762,0
332,Insufficient Entropy in PRNG,variant,2.1624,0
311,Missing Encryption of Sensitive Data,class,2.1279999999999997,0
327,Use of a Broken or Risky Cryptographic Algorithm,class,2.1279999999999997,0
392,Missing Report of Error Condition,base,2.1189999999999998,0
330,Use of Insufficiently Random Values,Class,1.8502115912791455,0
335,Incorrect Usage of Seeds in Pseudo-Random Number Generator (PRNG),Base,1.799286083896934,0
338,Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG),Base,1.7941277486189522,0
1240,Use of a Cryptographic Primitive with a Risky Implementation,Base,1.790432230139503,0
