cwe_id,name,type,score,relationship_count
321,Use of Hard-coded Cryptographic Key,variant,4.0104,0
259,Use of Hard-coded Password,variant,4.0104,0
322,Key Exchange without Entity Authentication,base,3.757,0
178,Improper Handling of Case Sensitivity,base,3.757,0
494,Download of Code Without Integrity Check,base,3.653,0
798,Use of Hard-coded Credentials,base,3.6399999999999997,0
295,Improper Certificate Validation,base,3.6399999999999997,0
257,Storing Passwords in a Recoverable Format,base,3.6399999999999997,0
89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),base,3.302,0
79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),base,2.8651999999999997,0
